Model,MDO3012
Firmware Version,1.26

Waveform Type,ANALOG,,,Waveform Type,ANALOG
Point Format,Y,,,Point Format,Y
Horizontal Units,s,,,Horizontal Units,s
Horizontal Scale,0.0002,,,Horizontal Scale,0.0002
Horizontal Delay,0,,,Horizontal Delay,0
Sample Interval,2e-07,,,Sample Interval,2e-07
Record Length,10000,,,Record Length,10000
Gating,0.0% to 100.0%,,,Gating,0.0% to 100.0%
Probe Attenuation,10,0.01,,Probe Attenuation,1
Vertical Units,V,A,,Vertical Units,W
Vertical Offset,0,0,,Vertical Offset,0
Vertical Scale,1,0.01,,Vertical Scale,0.2
Vertical Position,-0.02,-0.02,,Vertical Position,-0.0961381
,,,,,
,,,,,
,,,,,
Label,,,,Label,
TIME,CH1,CH2,,TIME,"MATH<CH1*CH2>"
5.8460e-04,-2.34781,0.0201703,,5.8460e-04,-0.0471786
5.8480e-04,-2.3475,0.0201469,,5.8480e-04,-0.0472099
5.8500e-04,-2.34656,0.0201047,,5.8500e-04,-0.0473974
5.8520e-04,-2.33969,0.0201891,,5.8520e-04,-0.0474286
5.8540e-04,-2.34734,0.0201281,,5.8540e-04,-0.0473974
5.8560e-04,-2.33953,0.0201656,,5.8560e-04,-0.0471161
5.8580e-04,-2.35406,0.0201312,,5.8580e-04,-0.0472411
5.8600e-04,-2.3525,0.020175,,5.8600e-04,-0.0472099
5.8620e-04,-2.34547,0.0201844,,5.8620e-04,-0.0469911
5.8640e-04,-2.34547,0.0201984,,5.8640e-04,-0.0472411
5.8660e-04,-2.34734,0.0201563,,5.8660e-04,-0.0473974
5.8680e-04,-2.34094,0.0201281,,5.8680e-04,-0.0471786
5.8700e-04,-2.35188,0.0201859,,5.8700e-04,-0.0473349
5.8720e-04,-2.33984,0.0202094,,5.8720e-04,-0.0473349
5.8740e-04,-2.34563,0.0201563,,5.8740e-04,-0.0472099
5.8760e-04,-2.34406,0.0201203,,5.8760e-04,-0.0471786
5.8780e-04,-2.34656,0.0201703,,5.8780e-04,-0.0471161
5.8800e-04,-2.34297,0.0201406,,5.8800e-04,-0.0471474
5.8820e-04,-2.35188,0.0201266,,5.8820e-04,-0.0473036
5.8840e-04,-2.34156,0.0201406,,5.8840e-04,-0.0470849
5.8860e-04,-2.34625,0.0201469,,5.8860e-04,-0.0474286
5.8880e-04,-2.34344,0.0201672,,5.8880e-04,-0.0471161
5.8900e-04,-2.34547,0.0201469,,5.8900e-04,-0.0469911
5.8920e-04,-2.34141,0.0200844,,5.8920e-04,-0.0470849
5.8940e-04,-2.34766,0.02015,,5.8940e-04,-0.0472099
5.8960e-04,-2.34266,0.0201047,,5.8960e-04,-0.0470224
5.8980e-04,-2.33891,0.0201391,,5.8980e-04,-0.0470849
5.9000e-04,-2.34469,0.0201422,,5.9000e-04,-0.0472099
5.9020e-04,-2.33469,0.0201813,,5.9020e-04,-0.0470849
5.9040e-04,-2.34437,0.0201391,,5.9040e-04,-0.0470536
5.9060e-04,-2.34031,0.0201219,,5.9060e-04,-0.0469911
5.9080e-04,-2.34859,0.0201141,,5.9080e-04,-0.0469286
5.9100e-04,-2.34016,0.0200922,,5.9100e-04,-0.0473349
5.9120e-04,-2.34266,0.0201297,,5.9120e-04,-0.0473661
5.9140e-04,-2.34484,0.0201984,,5.9140e-04,-0.0472724
5.9160e-04,-2.34016,0.0202219,,5.9160e-04,-0.0471474
5.9180e-04,-2.34391,0.0201422,,5.9180e-04,-0.0471161
5.9200e-04,-2.34234,0.0201719,,5.9200e-04,-0.0470849
5.9220e-04,-2.34016,0.0201531,,5.9220e-04,-0.0471786
5.9240e-04,-2.33922,0.0201578,,5.9240e-04,-0.0472411
5.9260e-04,-2.34969,0.02005,,5.9260e-04,-0.0471786
5.9280e-04,-2.34359,0.0201719,,5.9280e-04,-0.0472099
5.9300e-04,-2.34625,0.0201359,,5.9300e-04,-0.0470849
5.9320e-04,-2.33984,0.0201734,,5.9320e-04,-0.0471786
5.9340e-04,-2.34141,0.0201266,,5.9340e-04,-0.0470536
5.9360e-04,-2.33984,0.0202016,,5.9360e-04,-0.0471474
5.9380e-04,-2.34125,0.0201453,,5.9380e-04,-0.0471786
5.9400e-04,-2.34141,0.0201766,,5.9400e-04,-0.0473974
5.9420e-04,-2.34203,0.0201656,,5.9420e-04,-0.0473974
5.9440e-04,-2.33844,0.0201328,,5.9440e-04,-0.0469911
5.9460e-04,-2.35375,0.0201625,,5.9460e-04,-0.0473974
5.9480e-04,-2.33875,0.0201578,,5.9480e-04,-0.0471161
5.9500e-04,-2.33719,0.0201234,,5.9500e-04,-0.0471474
5.9520e-04,-2.34375,0.0201547,,5.9520e-04,-0.0471474
5.9540e-04,-2.34687,0.0202016,,5.9540e-04,-0.0472411
5.9560e-04,-2.34141,0.0201906,,5.9560e-04,-0.0472099
5.9580e-04,-2.34625,0.0201984,,5.9580e-04,-0.0470849
5.9600e-04,-2.34047,0.0201437,,5.9600e-04,-0.0472099
5.9620e-04,-2.35219,0.0201594,,5.9620e-04,-0.0472099
5.9640e-04,-2.34047,0.0200891,,5.9640e-04,-0.0473349
5.9660e-04,-2.34391,0.0201672,,5.9660e-04,-0.0472411
5.9680e-04,-2.34281,0.0201641,,5.9680e-04,-0.0471161
5.9700e-04,-2.33828,0.0201375,,5.9700e-04,-0.0471786
5.9720e-04,-2.34422,0.0201781,,5.9720e-04,-0.0470224
5.9740e-04,-2.34016,0.020225,,5.9740e-04,-0.0471161
5.9760e-04,-2.33969,0.0201641,,5.9760e-04,-0.0473036
5.9780e-04,-2.34859,0.0201266,,5.9780e-04,-0.0470849
5.9800e-04,-2.34234,0.0201766,,5.9800e-04,-0.0470224
5.9820e-04,-2.33719,0.0201344,,5.9820e-04,-0.0470849
5.9840e-04,-2.34328,0.0201828,,5.9840e-04,-0.0472411
5.9860e-04,-2.34016,0.0201969,,5.9860e-04,-0.0472099
5.9880e-04,-2.34609,0.0201641,,5.9880e-04,-0.0470849
5.9900e-04,-2.34094,0.0201672,,5.9900e-04,-0.0473036
5.9920e-04,-2.34094,0.0201375,,5.9920e-04,-0.0471786
5.9940e-04,-2.34703,0.0201609,,5.9940e-04,-0.0471786
5.9960e-04,-2.34469,0.0201672,,5.9960e-04,-0.0470849
5.9980e-04,-2.34453,0.0201406,,5.9980e-04,-0.0473036
6.0000e-04,-2.33828,0.0201156,,6.0000e-04,-0.0470224
6.0020e-04,-2.34516,0.0200922,,6.0020e-04,-0.0470536
6.0040e-04,-2.34625,0.0201453,,6.0040e-04,-0.0470849
6.0060e-04,-2.34484,0.0201297,,6.0060e-04,-0.0471786
6.0080e-04,-2.34547,0.0201953,,6.0080e-04,-0.0473036
6.0100e-04,-2.34344,0.0200906,,6.0100e-04,-0.0471474
6.0120e-04,-2.34703,0.0202125,,6.0120e-04,-0.0471786
6.0140e-04,-2.34172,0.0201484,,6.0140e-04,-0.0472099
6.0160e-04,-2.35016,0.0201609,,6.0160e-04,-0.0471786
6.0180e-04,-2.33344,0.0201937,,6.0180e-04,-0.0471161
6.0200e-04,-2.34234,0.0201813,,6.0200e-04,-0.0472099
6.0220e-04,-2.34766,0.0201609,,6.0220e-04,-0.0471786
6.0240e-04,-2.33969,0.0201813,,6.0240e-04,-0.0471474
6.0260e-04,-2.34469,0.0201312,,6.0260e-04,-0.0472724
6.0280e-04,-2.34594,0.0200969,,6.0280e-04,-0.0471474
6.0300e-04,-2.34797,0.0201375,,6.0300e-04,-0.0468349
6.0320e-04,-2.34125,0.0201516,,6.0320e-04,-0.0470536
6.0340e-04,-2.34875,0.0201047,,6.0340e-04,-0.0473036
6.0360e-04,-2.34406,0.0200469,,6.0360e-04,-0.0471474
6.0380e-04,-2.34938,0.0201125,,6.0380e-04,-0.0470849
6.0400e-04,-2.34359,0.0200531,,6.0400e-04,-0.0471786
6.0420e-04,-2.34063,0.0201078,,6.0420e-04,-0.0471474
6.0440e-04,-2.34594,0.0201344,,6.0440e-04,-0.0470536
6.0460e-04,-2.34578,0.0201375,,6.0460e-04,-0.0468974
6.0480e-04,-2.34687,0.0201563,,6.0480e-04,-0.0471474
6.0500e-04,-2.34031,0.0201813,,6.0500e-04,-0.0471161
6.0520e-04,-2.34,0.0201547,,6.0520e-04,-0.0468974
6.0540e-04,-2.34141,0.0201109,,6.0540e-04,-0.0473036
6.0560e-04,-2.34828,0.0200516,,6.0560e-04,-0.0470536
6.0580e-04,-2.34437,0.0201406,,6.0580e-04,-0.0471161
6.0600e-04,-2.34531,0.0201516,,6.0600e-04,-0.0471474
6.0620e-04,-2.34203,0.0201359,,6.0620e-04,-0.0470224
6.0640e-04,-2.34141,0.0201109,,6.0640e-04,-0.0473036
6.0660e-04,-2.34703,0.0201906,,6.0660e-04,-0.0472724
6.0680e-04,-2.34406,0.0201875,,6.0680e-04,-0.0471786
6.0700e-04,-2.34219,0.0201703,,6.0700e-04,-0.0470849
6.0720e-04,-2.34516,0.0201766,,6.0720e-04,-0.0471786
6.0740e-04,-2.34922,0.0201719,,6.0740e-04,-0.0473036
6.0760e-04,-2.34484,0.0201297,,6.0760e-04,-0.0471161
6.0780e-04,-2.34875,0.0200641,,6.0780e-04,-0.0470536
6.0800e-04,-2.34187,0.0201594,,6.0800e-04,-0.0470849
6.0820e-04,-2.34922,0.0202062,,6.0820e-04,-0.0470849
6.0840e-04,-2.34469,0.0201156,,6.0840e-04,-0.0470849
6.0860e-04,-2.34094,0.0201672,,6.0860e-04,-0.0473974
6.0880e-04,-2.33813,0.0201609,,6.0880e-04,-0.0470849
6.0900e-04,-2.34641,0.0202125,,6.0900e-04,-0.0471786
6.0920e-04,-2.33875,0.0201563,,6.0920e-04,-0.0470224
6.0940e-04,-2.34203,0.0201719,,6.0940e-04,-0.0471474
6.0960e-04,-2.34063,0.0201875,,6.0960e-04,-0.0472099
6.0980e-04,-2.35156,0.0202062,,6.0980e-04,-0.0471786
6.1000e-04,-2.34469,0.02015,,6.1000e-04,-0.0470224
6.1020e-04,-2.34125,0.0201234,,6.1020e-04,-0.0471161
6.1040e-04,-2.34609,0.0201203,,6.1040e-04,-0.0470536
6.1060e-04,-2.34125,0.0201297,,6.1060e-04,-0.0473349
6.1080e-04,-2.34281,0.0201641,,6.1080e-04,-0.0472411
6.1100e-04,-2.34891,0.0201609,,6.1100e-04,-0.0470536
6.1120e-04,-2.34406,0.0201391,,6.1120e-04,-0.0471786
6.1140e-04,-2.35109,0.0200703,,6.1140e-04,-0.0472724
6.1160e-04,-2.3425,0.0201312,,6.1160e-04,-0.0470536
6.1180e-04,-2.34187,0.0201391,,6.1180e-04,-0.0470849
6.1200e-04,-2.33953,0.0201406,,6.1200e-04,-0.0470536
6.1220e-04,-2.33797,0.0201156,,6.1220e-04,-0.0471786
6.1240e-04,-2.34281,0.0200906,,6.1240e-04,-0.0470536
6.1260e-04,-2.34437,0.0201344,,6.1260e-04,-0.0468349
6.1280e-04,-2.35078,0.0200578,,6.1280e-04,-0.0470849
6.1300e-04,-2.34266,0.0202281,,6.1300e-04,-0.0470849
6.1320e-04,-2.34813,0.0201609,,6.1320e-04,-0.0471161
6.1340e-04,-2.34641,0.0201344,,6.1340e-04,-0.0472099
6.1360e-04,-2.34375,0.0201344,,6.1360e-04,-0.0472411
6.1380e-04,-2.34391,0.0201094,,6.1380e-04,-0.0473036
6.1400e-04,-2.34469,0.0200875,,6.1400e-04,-0.0470849
6.1420e-04,-2.34484,0.0201469,,6.1420e-04,-0.0469911
6.1440e-04,-2.3475,0.0201016,,6.1440e-04,-0.0472099
6.1460e-04,-2.34141,0.0201047,,6.1460e-04,-0.0472724
6.1480e-04,-2.34594,0.0201344,,6.1480e-04,-0.0469911
6.1500e-04,-2.34063,0.0201656,,6.1500e-04,-0.0472411
6.1520e-04,-2.33656,0.0200969,,6.1520e-04,-0.0471786
6.1540e-04,-2.34297,0.0201141,,6.1540e-04,-0.0473661
6.1560e-04,-2.34625,0.0201797,,6.1560e-04,-0.0470849
6.1580e-04,-2.34125,0.0201156,,6.1580e-04,-0.0471161
6.1600e-04,-2.34781,0.0201094,,6.1600e-04,-0.0471161
6.1620e-04,-2.34203,0.0201297,,6.1620e-04,-0.0473036
6.1640e-04,-2.34031,0.0201328,,6.1640e-04,-0.0469911
6.1660e-04,-2.34297,0.0200859,,6.1660e-04,-0.0473661
6.1680e-04,-2.34531,0.0201016,,6.1680e-04,-0.0471161
6.1700e-04,-2.33891,0.0201203,,6.1700e-04,-0.0469599
6.1720e-04,-2.34906,0.0201031,,6.1720e-04,-0.0471161
6.1740e-04,-2.34109,0.0201094,,6.1740e-04,-0.0470224
6.1760e-04,-2.34125,0.0201406,,6.1760e-04,-0.0472099
6.1780e-04,-2.34594,0.0200875,,6.1780e-04,-0.0471474
6.1800e-04,-2.33969,0.0201125,,6.1800e-04,-0.0473036
6.1820e-04,-2.34156,0.0200641,,6.1820e-04,-0.0470224
6.1840e-04,-2.34719,0.0200766,,6.1840e-04,-0.0471786
6.1860e-04,-2.34547,0.0201188,,6.1860e-04,-0.0468036
6.1880e-04,-2.3425,0.0201094,,6.1880e-04,-0.0469599
6.1900e-04,-2.34219,0.0201297,,6.1900e-04,-0.0472411
6.1920e-04,-2.34609,0.0201062,,6.1920e-04,-0.0470536
6.1940e-04,-2.34266,0.0201719,,6.1940e-04,-0.0470536
6.1960e-04,-2.34719,0.0201484,,6.1960e-04,-0.0471474
6.1980e-04,-2.34359,0.0201578,,6.1980e-04,-0.0473036
6.2000e-04,-2.34437,0.0201219,,6.2000e-04,-0.0470849
6.2020e-04,-2.34031,0.0200969,,6.2020e-04,-0.0471786
6.2040e-04,-2.34844,0.0201703,,6.2040e-04,-0.0472099
6.2060e-04,-2.34094,0.0201406,,6.2060e-04,-0.0470224
6.2080e-04,-2.34563,0.0201109,,6.2080e-04,-0.0473661
6.2100e-04,-2.34453,0.0200906,,6.2100e-04,-0.0471786
6.2120e-04,-2.35016,0.0201734,,6.2120e-04,-0.0471161
6.2140e-04,-2.3425,0.0201391,,6.2140e-04,-0.0469911
6.2160e-04,-2.34391,0.0201703,,6.2160e-04,-0.0472411
6.2180e-04,-2.345,0.0200875,,6.2180e-04,-0.0470849
6.2200e-04,-2.34234,0.0201672,,6.2200e-04,-0.0469599
6.2220e-04,-2.34313,0.0201328,,6.2220e-04,-0.0470224
6.2240e-04,-2.33813,0.0201156,,6.2240e-04,-0.0470849
6.2260e-04,-2.34781,0.0201344,,6.2260e-04,-0.0468974
6.2280e-04,-2.34484,0.0200828,,6.2280e-04,-0.0472411
6.2300e-04,-2.34609,0.0201312,,6.2300e-04,-0.0472099
6.2320e-04,-2.33984,0.0201266,,6.2320e-04,-0.0470849
6.2340e-04,-2.34859,0.0201531,,6.2340e-04,-0.0470536
6.2360e-04,-2.34625,0.0201078,,6.2360e-04,-0.0468661
6.2380e-04,-2.34094,0.0200953,,6.2380e-04,-0.0470849
6.2400e-04,-2.34375,0.0201328,,6.2400e-04,-0.0472099
6.2420e-04,-2.34203,0.0201594,,6.2420e-04,-0.0472724
6.2440e-04,-2.34656,0.0201344,,6.2440e-04,-0.0471474
6.2460e-04,-2.34016,0.0201359,,6.2460e-04,-0.0471161
6.2480e-04,-2.34047,0.0201609,,6.2480e-04,-0.0469599
6.2500e-04,-2.34687,0.0201969,,6.2500e-04,-0.0470849
6.2520e-04,-2.34172,0.0200469,,6.2520e-04,-0.0471161
6.2540e-04,-2.34625,0.0201281,,6.2540e-04,-0.0469911
6.2560e-04,-2.34344,0.0201672,,6.2560e-04,-0.0470224
6.2580e-04,-2.34047,0.0201281,,6.2580e-04,-0.0474286
6.2600e-04,-2.34547,0.0201047,,6.2600e-04,-0.0470536
6.2620e-04,-2.34203,0.0200938,,6.2620e-04,-0.0469599
6.2640e-04,-2.34406,0.0200969,,6.2640e-04,-0.0470224
6.2660e-04,-2.34797,0.0201297,,6.2660e-04,-0.0469911
6.2680e-04,-2.34531,0.0200625,,6.2680e-04,-0.0471786
6.2700e-04,-2.34281,0.0201422,,6.2700e-04,-0.0469599
6.2720e-04,-2.33797,0.0201531,,6.2720e-04,-0.0471474
6.2740e-04,-2.35281,0.0201062,,6.2740e-04,-0.0470536
6.2760e-04,-2.33969,0.0201531,,6.2760e-04,-0.0471786
6.2780e-04,-2.34313,0.0201422,,6.2780e-04,-0.0473036
6.2800e-04,-2.33844,0.0202328,,6.2800e-04,-0.0472099
6.2820e-04,-2.34187,0.0201172,,6.2820e-04,-0.0470224
6.2840e-04,-2.34281,0.0200484,,6.2840e-04,-0.0471786
6.2860e-04,-2.33937,0.0201203,,6.2860e-04,-0.0471161
6.2880e-04,-2.34031,0.0201312,,6.2880e-04,-0.0469286
6.2900e-04,-2.35031,0.0201625,,6.2900e-04,-0.0469599
6.2920e-04,-2.34453,0.0201625,,6.2920e-04,-0.0471786
6.2940e-04,-2.34687,0.0200563,,6.2940e-04,-0.0470849
6.2960e-04,-2.34766,0.0200797,,6.2960e-04,-0.0470536
6.2980e-04,-2.34109,0.0201,,6.2980e-04,-0.0469599
6.3000e-04,-2.34969,0.0201281,,6.3000e-04,-0.0470849
6.3020e-04,-2.34641,0.020175,,6.3020e-04,-0.0470536
6.3040e-04,-2.34359,0.0201203,,6.3040e-04,-0.0469599
6.3060e-04,-2.34094,0.0201062,,6.3060e-04,-0.0470536
6.3080e-04,-2.34813,0.0200953,,6.3080e-04,-0.0469911
6.3100e-04,-2.34047,0.0200875,,6.3100e-04,-0.0473349
6.3120e-04,-2.34406,0.0201766,,6.3120e-04,-0.0470224
6.3140e-04,-2.34594,0.0200844,,6.3140e-04,-0.0473036
6.3160e-04,-2.34563,0.0201266,,6.3160e-04,-0.0472724
6.3180e-04,-2.34109,0.0200641,,6.3180e-04,-0.0471474
6.3200e-04,-2.3475,0.0200453,,6.3200e-04,-0.0472099
6.3220e-04,-2.34344,0.0200922,,6.3220e-04,-0.0471474
6.3240e-04,-2.34687,0.0201203,,6.3240e-04,-0.0470224
6.3260e-04,-2.34125,0.0201281,,6.3260e-04,-0.0471161
6.3280e-04,-2.34563,0.0200156,,6.3280e-04,-0.0469286
6.3300e-04,-2.34047,0.0200859,,6.3300e-04,-0.0472099
6.3320e-04,-2.34437,0.0201312,,6.3320e-04,-0.0468036
6.3340e-04,-2.34766,0.020125,,6.3340e-04,-0.0467411
6.3360e-04,-2.34563,0.020125,,6.3360e-04,-0.0471474
6.3380e-04,-2.34719,0.0201312,,6.3380e-04,-0.0470849
6.3400e-04,-2.33172,0.0201266,,6.3400e-04,-0.0470849
6.3420e-04,-2.34109,0.0200703,,6.3420e-04,-0.0470536
6.3440e-04,-2.33672,0.0201375,,6.3440e-04,-0.0470536
6.3460e-04,-2.34625,0.0201953,,6.3460e-04,-0.0472724
6.3480e-04,-2.3425,0.0200594,,6.3480e-04,-0.0472099
6.3500e-04,-2.345,0.0201594,,6.3500e-04,-0.0470224
6.3520e-04,-2.33906,0.0201141,,6.3520e-04,-0.0469286
6.3540e-04,-2.34469,0.0200891,,6.3540e-04,-0.0470536
6.3560e-04,-2.34453,0.0201437,,6.3560e-04,-0.0471786
6.3580e-04,-2.34406,0.0201813,,6.3580e-04,-0.0470224
6.3600e-04,-2.34344,0.0200719,,6.3600e-04,-0.0469286
6.3620e-04,-2.34719,0.0201437,,6.3620e-04,-0.0470536
6.3640e-04,-2.34125,0.0201422,,6.3640e-04,-0.0469911
6.3660e-04,-2.34578,0.0200672,,6.3660e-04,-0.0470849
6.3680e-04,-2.34125,0.0202469,,6.3680e-04,-0.0472411
6.3700e-04,-2.34156,0.0200687,,6.3700e-04,-0.0470849
6.3720e-04,-2.33828,0.0200797,,6.3720e-04,-0.0473036
6.3740e-04,-2.34031,0.0200906,,6.3740e-04,-0.0472099
6.3760e-04,-2.34453,0.0201391,,6.3760e-04,-0.0470224
6.3780e-04,-2.34297,0.0201094,,6.3780e-04,-0.0471161
6.3800e-04,-2.34391,0.0200391,,6.3800e-04,-0.0470536
6.3820e-04,-2.34422,0.0200969,,6.3820e-04,-0.0470224
6.3840e-04,-2.33984,0.0201172,,6.3840e-04,-0.0469599
6.3860e-04,-2.34578,0.0200781,,6.3860e-04,-0.0472411
6.3880e-04,-2.34297,0.0200641,,6.3880e-04,-0.0471786
6.3900e-04,-2.34969,0.0201484,,6.3900e-04,-0.0469599
6.3920e-04,-2.3475,0.0201469,,6.3920e-04,-0.0469599
6.3940e-04,-2.34828,0.0201656,,6.3940e-04,-0.0468036
6.3960e-04,-2.34406,0.0201203,,6.3960e-04,-0.0470849
6.3980e-04,-2.34891,0.0200812,,6.3980e-04,-0.0468974
6.4000e-04,-2.34516,0.0200938,,6.4000e-04,-0.0469599
6.4020e-04,-2.34672,0.0200516,,6.4020e-04,-0.0467724
6.4040e-04,-2.34156,0.0200828,,6.4040e-04,-0.0472411
6.4060e-04,-2.34063,0.0201031,,6.4060e-04,-0.0467724
6.4080e-04,-2.3475,0.0200203,,6.4080e-04,-0.0470536
6.4100e-04,-2.34953,0.0200859,,6.4100e-04,-0.0470849
6.4120e-04,-2.34031,0.0201516,,6.4120e-04,-0.0471474
6.4140e-04,-2.34656,0.0200484,,6.4140e-04,-0.0471786
6.4160e-04,-2.34703,0.0201141,,6.4160e-04,-0.0469599
6.4180e-04,-2.34078,0.0201453,,6.4180e-04,-0.0472411
6.4200e-04,-2.33719,0.0200922,,6.4200e-04,-0.0470536
6.4220e-04,-2.34531,0.0200672,,6.4220e-04,-0.0469599
6.4240e-04,-2.34547,0.0201047,,6.4240e-04,-0.0468661
6.4260e-04,-2.34813,0.0201188,,6.4260e-04,-0.0472099
6.4280e-04,-2.34984,0.0201047,,6.4280e-04,-0.0470849
6.4300e-04,-2.34266,0.0200719,,6.4300e-04,-0.0469911
6.4320e-04,-2.34359,0.0201391,,6.4320e-04,-0.0472099
6.4340e-04,-2.34281,0.0201141,,6.4340e-04,-0.0470849
6.4360e-04,-2.33719,0.0200422,,6.4360e-04,-0.0471161
6.4380e-04,-2.34219,0.0201219,,6.4380e-04,-0.0473661
6.4400e-04,-2.34516,0.0201406,,6.4400e-04,-0.0471161
6.4420e-04,-2.33547,0.0201578,,6.4420e-04,-0.0468974
6.4440e-04,-2.34266,0.0201047,,6.4440e-04,-0.0470224
6.4460e-04,-2.34359,0.0200922,,6.4460e-04,-0.0470536
6.4480e-04,-2.34406,0.0201016,,6.4480e-04,-0.0469911
6.4500e-04,-2.34187,0.0201312,,6.4500e-04,-0.0472411
6.4520e-04,-2.33859,0.0200891,,6.4520e-04,-0.0470849
6.4540e-04,-2.33937,0.0200687,,6.4540e-04,-0.0468974
6.4560e-04,-2.34656,0.0201406,,6.4560e-04,-0.0470224
6.4580e-04,-2.34656,0.0200594,,6.4580e-04,-0.0469911
6.4600e-04,-2.34125,0.0200922,,6.4600e-04,-0.0470536
6.4620e-04,-2.34266,0.0201219,,6.4620e-04,-0.0470224
6.4640e-04,-2.34094,0.0201734,,6.4640e-04,-0.0468974
6.4660e-04,-2.34609,0.0201109,,6.4660e-04,-0.0470849
6.4680e-04,-2.34531,0.0200984,,6.4680e-04,-0.0470224
6.4700e-04,-2.34609,0.0201016,,6.4700e-04,-0.0469286
6.4720e-04,-2.34203,0.0200891,,6.4720e-04,-0.0471161
6.4740e-04,-2.35219,0.0200703,,6.4740e-04,-0.0470224
6.4760e-04,-2.34297,0.0201297,,6.4760e-04,-0.0470849
6.4780e-04,-2.34766,0.0201,,6.4780e-04,-0.0471474
6.4800e-04,-2.3425,0.0201078,,6.4800e-04,-0.0469599
6.4820e-04,-2.34516,0.0201563,,6.4820e-04,-0.0469911
6.4840e-04,-2.35516,0.0200844,,6.4840e-04,-0.0468036
6.4860e-04,-2.345,0.0201141,,6.4860e-04,-0.0470536
6.4880e-04,-2.33781,0.0200828,,6.4880e-04,-0.0471474
6.4900e-04,-2.34875,0.0201094,,6.4900e-04,-0.0469911
6.4920e-04,-2.34594,0.0200906,,6.4920e-04,-0.0469911
6.4940e-04,-2.33703,0.0201141,,6.4940e-04,-0.0472724
6.4960e-04,-2.34781,0.0201297,,6.4960e-04,-0.0468661
6.4980e-04,-2.35266,0.0200828,,6.4980e-04,-0.0470224
6.5000e-04,-2.34078,0.0201141,,6.5000e-04,-0.0470849
6.5020e-04,-2.34813,0.020125,,6.5020e-04,-0.0468036
6.5040e-04,-2.34031,0.0200797,,6.5040e-04,-0.0471161
6.5060e-04,-2.33688,0.0201141,,6.5060e-04,-0.0469286
6.5080e-04,-2.34359,0.0201453,,6.5080e-04,-0.0469286
6.5100e-04,-2.33625,0.0201156,,6.5100e-04,-0.0467724
6.5120e-04,-2.34016,0.0200828,,6.5120e-04,-0.0471161
6.5140e-04,-2.34406,0.0201234,,6.5140e-04,-0.0471161
6.5160e-04,-2.33797,0.0201234,,6.5160e-04,-0.0470224
6.5180e-04,-2.34344,0.0200859,,6.5180e-04,-0.0468974
6.5200e-04,-2.35188,0.0200828,,6.5200e-04,-0.0468974
6.5220e-04,-2.34047,0.0200594,,6.5220e-04,-0.0468974
6.5240e-04,-2.34437,0.0201797,,6.5240e-04,-0.0471474
6.5260e-04,-2.34172,0.0201406,,6.5260e-04,-0.0470849
6.5280e-04,-2.34281,0.0201062,,6.5280e-04,-0.0469911
6.5300e-04,-2.34516,0.0200938,,6.5300e-04,-0.0468974
6.5320e-04,-2.34219,0.0201016,,6.5320e-04,-0.0470224
6.5340e-04,-2.34844,0.0200844,,6.5340e-04,-0.0471474
6.5360e-04,-2.35094,0.0200078,,6.5360e-04,-0.0470536
6.5380e-04,-2.34,0.0200812,,6.5380e-04,-0.0466474
6.5400e-04,-2.34641,0.0201078,,6.5400e-04,-0.0473036
6.5420e-04,-2.34063,0.0200891,,6.5420e-04,-0.0468974
6.5440e-04,-2.34906,0.0201109,,6.5440e-04,-0.0469286
6.5460e-04,-2.34203,0.0200484,,6.5460e-04,-0.0469599
6.5480e-04,-2.33922,0.020125,,6.5480e-04,-0.0471161
6.5500e-04,-2.34484,0.0200547,,6.5500e-04,-0.0468036
6.5520e-04,-2.34359,0.0200734,,6.5520e-04,-0.0469911
6.5540e-04,-2.34625,0.0201453,,6.5540e-04,-0.0472411
6.5560e-04,-2.34453,0.0201328,,6.5560e-04,-0.0469911
6.5580e-04,-2.34609,0.0201453,,6.5580e-04,-0.0470849
6.5600e-04,-2.34828,0.0201437,,6.5600e-04,-0.0469599
6.5620e-04,-2.34016,0.0201156,,6.5620e-04,-0.0469286
6.5640e-04,-2.34281,0.0200563,,6.5640e-04,-0.0470536
6.5660e-04,-2.34687,0.0201156,,6.5660e-04,-0.0470224
6.5680e-04,-2.34547,0.0200687,,6.5680e-04,-0.0468974
6.5700e-04,-2.34656,0.0201437,,6.5700e-04,-0.0471161
6.5720e-04,-2.33906,0.0201016,,6.5720e-04,-0.0469911
6.5740e-04,-2.34203,0.0200719,,6.5740e-04,-0.0472099
6.5760e-04,-2.34031,0.0200594,,6.5760e-04,-0.0469286
6.5780e-04,-2.34906,0.020125,,6.5780e-04,-0.0468974
6.5800e-04,-2.34219,0.0200797,,6.5800e-04,-0.0468974
6.5820e-04,-2.34391,0.0201219,,6.5820e-04,-0.0470849
6.5840e-04,-2.34375,0.0201437,,6.5840e-04,-0.0467724
6.5860e-04,-2.34687,0.0200891,,6.5860e-04,-0.0468974
6.5880e-04,-2.34719,0.0200672,,6.5880e-04,-0.0470849
6.5900e-04,-2.34656,0.0200906,,6.5900e-04,-0.0469911
6.5920e-04,-2.34859,0.0200734,,6.5920e-04,-0.0470224
6.5940e-04,-2.34109,0.0200984,,6.5940e-04,-0.0470849
6.5960e-04,-2.34953,0.0201094,,6.5960e-04,-0.0468349
6.5980e-04,-2.34625,0.0201234,,6.5980e-04,-0.0472724
6.6000e-04,-2.34125,0.0200859,,6.6000e-04,-0.0472099
